,huc12,ps,corr
1174647,20700020302,2850,0.6188437551112418
1174653,20802060605,2517,0.6188366038967761
1174673,20700081003,1740,0.6188280041212972
1174684,20600050203,3136,0.618820033424907
1174705,20801020204,55738,0.6188104422041542
1174732,20600060403,6264,0.6187978878265188
1174768,20801060501,3796,0.6187814431811379
1174775,20700040102,7826,0.6187778154333525
1174799,20801070104,2480,0.6187622483015586
1174840,20801050604,7948,0.6187410968177193
1174856,20503061106,56808,0.6187326005592106
1174906,20700100401,1001,0.6187106024257806
1174962,20700081003,1573,0.6186809998643047
1174994,20502061207,995,0.6186695486011321
1175033,20600030402,50879,0.6186477435808977
1175052,20700070304,55938,0.6186389984597035
1175072,20801050301,56808,0.6186263866687856
1175073,20700030405,7972,0.618626258700307
1175093,20802080204,50879,0.6186188114232253
1175108,20600060402,55110,0.6186083858877696
1175244,20802020105,55285,0.6185403507182088
1175257,20700110206,3809,0.6185335342451294
1175262,20600050508,1843,0.6185309710947174
1175296,20600020406,55787,0.618514303854376
1175305,20700020801,3796,0.618507069008625
1175370,20700110102,3096,0.618477399335229
1175411,20802060505,2723,0.6184640342036007
1175464,20802050607,2539,0.6184400496816691
1175470,20700030405,7836,0.6184360627973531
1175471,20802010605,7948,0.618435915916923
1175494,20502061207,1382,0.61842900999979
1175523,20700110102,1710,0.6184169041886519
1175527,20700100307,1008,0.6184152038627522
1175552,20600030703,54547,0.6183996862998784
1175610,20503051007,2850,0.6183694210063115
1175612,20801090401,56671,0.6183677182464233
1175623,20700040409,2866,0.6183617462227811
1175651,20600050203,50385,0.6183500846408831
1175669,20600030105,55110,0.61834306956663
1175710,20503050802,3954,0.6183254051900259
1175780,20801060501,55284,0.6182895981023554
1175801,20801050301,54574,0.6182818520880012
1175863,20700041006,10751,0.6182500852816557
1175870,20802071002,50385,0.6182482691274521
1175909,20501070205,1012,0.6182278913089412
1175939,20802060704,55297,0.6182123732175394
1175961,20503050406,3393,0.6182004688219359
1175983,20802060201,2535,0.618191691208256
1176029,20801030602,56234,0.6181709859616711
1176093,20802020105,55111,0.6181414131454622
1176220,20600020203,2500,0.6180791494449327
1176231,20600060402,2625,0.6180714015854404
1176244,20700110203,3804,0.6180659341289769
1176353,20801070102,56808,0.618015176981266
1176355,20700020507,10308,0.6180140939966982
1176502,20600030701,4259,0.6179767272987405
1177996,20801040602,54592,0.6179511079154826
1178150,20600060504,55801,0.6178815270470293
1178191,20700110305,55228,0.6178624639839526
1178215,20503061304,7869,0.617853607679163
1178307,20801020408,1832,0.6178124196209025
1178432,20503060707,54634,0.6177500004301126
1178479,20503051011,55233,0.6177247872746475
1178535,20600020406,2866,0.6176963570937837
1178537,20700110206,995,0.617695954684367
1178555,20600060403,2706,0.6176868160658671
1178574,20700041009,10190,0.6176769533114815
1178593,20503051007,55148,0.6176663503440302
1178615,20801060501,3136,0.6176556007692656
1178654,20700040807,55102,0.6176318268810949
1178697,20700081004,990,0.6176075470425711
1178716,20802070704,1552,0.6175985606595751
1178780,20700080103,50385,0.6175628831012038
1178788,20700041106,2682,0.6175598590489512
1178798,20700100401,56249,0.6175543830363454
1178807,20600050203,2539,0.6175499428843714
1178884,20501071003,10771,0.617506836673308
1178912,20802071002,54832,0.6175010752738942
1178954,20501011312,54547,0.6174823406816641
1179048,20700081004,55285,0.6174390420408732
1179139,20801100206,55285,0.6173918811682567
1179141,20600060202,599,0.6173910825255247
1179142,20503061304,56397,0.6173910758955192
1179143,20801040203,56249,0.6173910269610249
1179168,20801060702,7910,0.6173788174281337
1179215,20801090505,10099,0.6173516380871625
1179225,20600010000,2549,0.6173421805719583
1179258,20502060602,6094,0.6173294344597077
1179417,20600020206,3944,0.617267129418502
1179442,20503050906,8906,0.6172539883392955
1179465,20600050203,52193,0.6172457209345388
1179471,20700100307,55938,0.6172444012616907
1179543,20501050607,3136,0.6172102110131291
1179593,20801100404,1382,0.6171864131155411
1179611,20600031201,50292,0.6171774936271811
1179640,20801060603,55787,0.6171636300876067
1179725,20700040102,55600,0.6171328095506551
1179802,20700020802,2720,0.6170908544823936
1179819,20801090501,55081,0.6170833841736101
1179832,20801070203,55364,0.6170748032352105
1179858,20600030301,50555,0.6170624614641077
1179919,20503030802,1384,0.6170374102033798
1179923,20503010802,50385,0.6170333750686535
1179994,20801100503,7869,0.6169976405868414
1180000,20503030802,2828,0.6169888424682471
1180021,20801090401,55397,0.6169759915518039
1180036,20801030502,2866,0.6169673529548553
1180040,20700030106,7836,0.6169665450802042
1180051,20600060401,7318,0.6169613035509893
1180060,20700040409,54547,0.6169576792105624
1180074,20600020207,2682,0.6169514562520193
1180083,20502010709,58427,0.6169460598541228
1180095,20700020207,995,0.6169408719633573
1180176,20700110102,55297,0.6169038767703325
1180231,20801100405,2408,0.6168761764545899
1180235,20700040806,56259,0.6168750507994479
1180331,20700080803,7962,0.6168306693627601
1180362,20700100307,55502,0.6168175425381873
1180400,20502061207,3148,0.6167983089593482
1180422,20700100305,56808,0.6167853085741597
1180438,20503051007,7258,0.6167779133358774
1180444,20700111001,994,0.6167768586475441
1180450,20700030106,2847,0.6167735201639851
1180527,20801040104,55381,0.6167462022520219
1180595,20600031101,55263,0.6167132316599151
1180602,20502061207,3149,0.6167114698007907
1180619,20801090505,2516,0.6167038291859103
1180630,20700040305,6035,0.6166986569330833
1180651,20502010709,55270,0.6166861357120941
1180668,20700100402,2393,0.6166779953225171
1180684,20700080103,7763,0.6166719958362571
1180690,20700020507,55264,0.6166672519569942
1180796,20700020403,8102,0.6166109523952952
1180825,20503061503,55231,0.616605224440985
1180921,20801020204,55248,0.6165842778536739
1180941,20700111001,55248,0.61657683308248
1180943,20700080103,3138,0.6165767609506494
1180945,20801100503,1830,0.6165760354062207
1180955,20801100404,55667,0.6165698546227014
1181008,20801100403,55349,0.6165468779149401
1181025,20503050107,7153,0.6165394965483754
1181048,20503050906,1363,0.6165252109240484
1181193,20802010605,2721,0.616447278739265
1181661,20700080103,8006,0.6164049655735032
1181677,20700040504,1830,0.6163965534034612
1181746,20801090505,1355,0.6163693975169402
1181798,20600020104,6034,0.6163398101487729
1181818,20801030602,7972,0.6163306363471442
1181847,20501050607,3118,0.6163151587329011
1181956,20600030703,10030,0.6162724542320154
1181971,20600050402,7158,0.6162645724480881
1181992,20700041006,54041,0.6162516195933982
1182064,20801060901,7288,0.6162194130121744
1182073,20503061503,56032,0.6162179539903166
1182141,20600050506,1008,0.6161928491856523
1182194,20801020204,994,0.6161701159498552
1182272,20600060504,55262,0.6161320815894926
1182280,20503020305,56808,0.6161276412615272
1182338,20801090302,6264,0.6161025907509818
1182341,20600030703,10771,0.6161014402375936
1182344,20700100306,7839,0.616099770075109
1182451,20801090302,55270,0.6160430504480938
1182650,20600060603,55377,0.6160036377484837
1182654,20503051010,2876,0.6160010042352713
1182698,20801100102,55298,0.6159760996917405
1182765,20503061702,50451,0.6159475736046635
1182789,20700050704,55298,0.6159305484318292
1182805,20600060202,6250,0.6159246725821419
1182900,20801050604,7158,0.6158742477824924
1182945,20700040409,2378,0.615855561235792
1182983,20600031101,991,0.6158348398442023
1183021,20503061107,7872,0.6158151615113624
1183067,20700081004,55348,0.6157911225263983
1183097,20700080103,10113,0.6157759547969316
1183204,20503061713,55405,0.6157144417831488
1183219,20700110305,56032,0.6157072881441694
1183238,20801040305,50039,0.615696681099558
1183260,20700040806,4259,0.6156854093746237
1183268,20501071003,2836,0.6156826976758004
1183285,20802071002,54593,0.6156770353124148
1183331,20600020206,7845,0.6156547758146179
1183362,20801100307,55116,0.6156409343938506
1183425,20501060502,50385,0.6156113491801517
1183500,20700080103,50006,0.6155746564579901
1183533,20502061207,52007,0.6155548056432203
1183622,20501071003,10113,0.6155159415584551
1183664,20801090505,10030,0.6154932491299402
1183700,20801070204,1843,0.6154811090168202
1183729,20801030502,50292,0.6154679760422745
1183791,20801060402,55233,0.6154411240349006
1183794,20700020204,10870,0.6154401147495734
1183801,20802010204,55263,0.6154378686257607
1183826,20801020408,1556,0.6154208667713212
1183875,20802060201,6213,0.6154006144613153
1183883,20600020207,6250,0.6153970901604767
1183890,20600030402,2549,0.6153945547253105
1183895,20700100204,56964,0.6153923231685934
1183896,20700111001,2549,0.6153900381691662
1183901,20700041009,55938,0.6153887799280808
1183929,20802060505,56234,0.6153805502164895
1183945,20700040305,6018,0.6153725699350838
1184037,20600030805,50799,0.6153342541816175
1184123,20700040409,3136,0.6152855125880562
1184147,20503050906,55229,0.615276036248895
1184149,20700020204,50451,0.6152754066253893
1184174,20700030106,55348,0.6152621394201113
1184216,20700110203,56807,0.6152405105871156
1184221,20600030902,2679,0.6152393514584052
1184266,20700020205,55233,0.6152237083385226
1184296,20801060603,4259,0.6152063256518576
1184302,20801100404,3393,0.6152046673508177
1184331,20600060602,4259,0.6151884656967485
1184355,20802060505,3405,0.6151772029419829
1184366,20501050607,10773,0.6151720990916717
1184447,20600020206,2718,0.6151415590454751
1184454,20801070204,58427,0.6151401487128787
1184455,20502050607,55259,0.6151399365307376
1184461,20700110305,55116,0.6151381503777954
1184489,20801040406,3149,0.6151274851766831
1184494,20700060503,50292,0.6151256153053782
1184518,20801100102,2679,0.6151123573736603
1184552,20801090302,6823,0.615100182563975
1184570,20700090704,55347,0.6150870978658899
1184603,20801100403,2399,0.6150748873158036
1184617,20600020104,1825,0.6150667644943186
1184635,20801100307,52019,0.6150579300006495
1184647,20801060501,7836,0.6150513959091313
1184663,20700111001,50555,0.6150426025981035
1184684,20801100305,2832,0.6150330904344583
1184739,20801060702,2517,0.6150093739941079
1184785,20700100803,7909,0.614990669751041
1184797,20600060604,7869,0.6149834916841316
1184806,20600030105,56808,0.6149780488853384
1184818,20801030602,1573,0.614970193423067
1184843,20802070704,7258,0.6149601181453174
1184903,20600020207,56196,0.6149340209263228
1184938,20801040406,7913,0.6149171973291003
1184944,20802050607,8006,0.6149149963662655
1186429,20700040102,3403,0.6148947963231952
1186436,20600060403,55801,0.6148919039098597
1186475,20801040201,55801,0.6148698084904098
1186482,20600050508,55298,0.6148668539903621
1186486,20503030802,7837,0.6148656894445457
1186502,20801100307,7805,0.614858622938597
1186517,20801030602,55111,0.6148523835823728
1186564,20502061103,10771,0.6148249754625196
1186585,20600030105,55231,0.6148165630424638
1186625,20501011312,3149,0.6147991592155673
1186694,20600060402,54041,0.6147657461418999
1186708,20700030405,56397,0.6147576293703354
1186718,20802020105,7763,0.6147529559720847
1186750,20600031102,4259,0.6147323793030586
1186754,20600050508,3148,0.6147299435152965
1186757,20801030906,55233,0.614727808075043
1186850,20802071001,56556,0.6146866718643542
1186869,20502061103,54574,0.6146785231882662
1186942,20802010204,55264,0.6146432402898675
1186959,20802010204,990,0.6146360594351604
1186982,20503050802,55233,0.6146276994720559
1187139,20503061202,2713,0.614555366185901
1187143,20600020609,55101,0.6145539626990271
1187145,20503061304,50978,0.6145520093744459
1187213,20501050307,2723,0.6145170486119281
1187227,20700040305,2727,0.6145108368773963
1187256,20802060906,54634,0.6144922048283692
1187264,20600030102,2721,0.6144890068127002
1187293,20502050607,55231,0.6144747341834604
1187324,20503040702,2828,0.6144622559323529
1187367,20600020207,6705,0.6144450296240481
1187447,20801040102,3161,0.6144183566731226
1187476,20501011312,2517,0.6144056202241811
1187496,20600031102,3796,0.614392362608002
1187557,20600030701,1556,0.6143619188831673
1187593,20700080401,55377,0.6143449144033858
1187605,20700020403,55229,0.614337986239838
1187615,20600060202,8906,0.6143358423958017
1187627,20700110106,1843,0.6143313469565826
1187639,20801080104,55801,0.6143264809802952
1187669,20700100401,55224,0.6143100339370559
1187681,20600050508,1723,0.6143036375423621
1187700,20600020207,54547,0.614291661272523
1187708,20802050403,1830,0.6142879378554195
1187720,20503061204,55787,0.6142826761157048
1187721,20503050406,55233,0.6142822826092966
1187725,20700020403,1831,0.614280068470616
1187830,20600030102,1384,0.6142264383278944
1187894,20801100403,7805,0.6141985666201962
1187959,20802060201,55251,0.6141669625010007
1187979,20801061101,1769,0.6141605091191809
1187995,20600031101,2850,0.6141538868854745
1188053,20802040501,52087,0.6141267332132346
1188072,20802070704,3407,0.6141162176514048
1188096,20503061204,6018,0.6141027571468006
1188101,20802060505,10619,0.6140983837405203
1188118,20700100201,3138,0.6140902167710716
1188211,20503040702,50879,0.6140480475771938
1188223,20700051004,56808,0.6140428089681353
1188297,20503061107,6082,0.6140085056416708
1188383,20700081003,594,0.6139710700991058
1188417,20700110207,55439,0.6139567049177536
1188582,20600030105,2828,0.6138877229116909
1188594,20600030703,6041,0.6138804030407571
1188596,20503051007,1353,0.6138791064063541
1188610,20801040305,2679,0.6138740441440873
1188621,20700110104,7910,0.6138699168607403
1188624,20700080803,55148,0.6138684689496988
1188639,20502040407,3797,0.6138617707006363
1188642,20501060502,5083,0.6138605778839303
1189041,20801040104,6094,0.6138454246610289
1189045,20600020207,3797,0.6138441267607773
1189062,20600060506,2706,0.6138384520801395
1189065,20700020802,55969,0.6138372551014611
1189123,20600031101,2878,0.6138038601892317
1189163,20700080103,50966,0.6137813229091726
1189222,20600040401,56671,0.6137649224372361
1189254,20801050502,55116,0.6137479941926812
1189257,20700040305,2493,0.6137472252905887
1189290,20801040104,1356,0.6137297180971474
1189297,20700070304,57029,0.6137269520390549
1189399,20700110104,55397,0.6136713424875521
1189419,20802080303,55259,0.6136603767305072
1189420,20700040807,50450,0.6136597262605918
1189475,20801080104,7835,0.6136355803643996
1189476,20600050203,3944,0.6136353844381575
1189489,20600040302,50449,0.6136303465230067
1189497,20801030906,2880,0.6136260126407515
1189579,20700030106,55801,0.6135926981022444
1189609,20802060103,6264,0.6135765577431117
1189642,20802040501,2866,0.6135583657537743
1189706,20600031101,55736,0.6135199449568872
1189710,20802060201,2836,0.6135188236949384
1189715,20503061204,2878,0.6135160018167496
1189801,20600020204,6250,0.6134714487342724
1189823,20801060702,1573,0.6134567334932237
1189838,20501071003,7839,0.6134483185277916
1189882,20502050607,55229,0.6134283552430111
1189899,20801090406,54914,0.6134199799604326
1189968,20801040603,1832,0.6133782370488003
1189975,20700080103,3406,0.6133745408872254
1190045,20801050104,1745,0.6133391497163412
1190064,20502050607,7213,0.6133299096547824
1190077,20801090501,54547,0.6133222265157059
1190103,20700020205,3393,0.6133087937000576
1190154,20600020409,55232,0.6132800213078079
1190227,20802060302,54844,0.6132472893056441
1190228,20503061107,7962,0.613246267886084
1190231,20700110203,55259,0.6132447007793151
1190235,20700110203,2399,0.6132424192107006
1190340,20700110106,10870,0.6131983415834406
1190373,20801050604,54034,0.613181647765726
1190505,20802060201,6085,0.6131117943978558
1190534,20801030502,990,0.6130975172913853
1190568,20501050607,3138,0.6130801665080567
1190598,20801050504,2712,0.6130768816211318
1190607,20801070203,6094,0.6130724833211787
1190799,20600060304,7872,0.613002095783884
1190800,20801020408,3796,0.613001824840121
1190943,20600030701,10190,0.6129331116772778
1191014,20600040101,6264,0.6129003485736881
1191054,20802020105,3138,0.612880060379345
1191082,20503030802,10870,0.6128680554031897
1191089,20600030805,983,0.6128647342249168
1191092,20503040702,54832,0.6128624119716563
1191241,20700110104,2850,0.6128050175968092
1191291,20600040101,1733,0.6127775117316437
1191292,20801060702,2490,0.612776066142985
1191304,20600060403,1378,0.6127666328484194
1191317,20501030704,1702,0.6127584329164921
1191337,20502061207,1573,0.6127468754731592
1191375,20801060702,3140,0.6127351434788143
1191387,20600031101,55710,0.6127275966526075
1191388,20600020405,55102,0.6127274409815351
1191424,20600050506,1355,0.6127064122306439
1191453,20801061101,54574,0.6126925522200891
1191509,20700020802,50497,0.6126582769108956
1191567,20600020207,55110,0.6126299849476022
1191598,20503050802,1831,0.6126169924681129
1191630,20700041006,10113,0.6125989670096799
1191669,20600031102,2706,0.6125831823212243
1191691,20700020402,1745,0.6125695137263406
1191762,20801030906,55263,0.6125396244166617
1191792,20700100803,10030,0.6125307994078841
1191858,20600030703,8053,0.6124981808269038
1191874,20501071003,1573,0.6124921966742198
1191905,20801070203,1573,0.6124775727636054
1191938,20801050301,1710,0.6124598172162666
1191948,20802060201,1695,0.6124565488318231
1191968,20802060802,7277,0.6124477781367612
1191978,20700100803,1554,0.6124392025804044
1191992,20600030703,1004,0.6124297870405013
1192017,20801070203,1745,0.6124193499278278
1192036,20503061202,2709,0.6124136248983075
1192122,20503051010,55375,0.6123676291953433
1192140,20501050307,6085,0.6123568684534675
1192161,20600050302,1382,0.6123498812873507
1192184,20801040406,8226,0.6123389051658541
1192215,20802080303,3796,0.6123249032234497
1192241,20801050104,10099,0.6123102935684757
1192309,20700040409,2679,0.6122754048305512
1192319,20700020207,10190,0.6122681774054043
1192348,20501030704,2876,0.6122545337544297
1192377,20700041009,2378,0.6122398959063695
1192405,20801040504,55524,0.6122264380634913
1192420,20801070104,7782,0.6122205293308709
1192434,20600031102,6085,0.6122118875554449
1192460,20801090505,55232,0.6121966678902621
1192465,20501030704,52193,0.6121942411882679
1192482,20600030805,1363,0.6121875590264754
1192493,20801090505,1008,0.6121841551685081
1192513,20700040806,54547,0.6121755321675416
1192516,20503061202,7835,0.6121739069174578
1192531,20600030502,7258,0.6121631823133312
1192583,20801060702,1571,0.6121393613293197
1192647,20802080303,594,0.6121058315085225
1192675,20501060502,7288,0.6120963429287823
1192698,20802080206,1366,0.6120817426248105
1192820,20700080803,6823,0.6120386728998959
1192866,20600020206,10113,0.6120328831594317
1192873,20503010405,7213,0.6120291234513195
1192882,20801070104,54832,0.6120241312312248
1193004,20700081003,2517,0.6119878204013389
1193020,20700020802,55375,0.6119799109460663
1193027,20801040104,10308,0.6119764554127292
1193059,20700041106,2406,0.6119635787056511
1193068,20600060504,50497,0.6119585527372132
1193080,20503030802,55667,0.611952331584093
1193093,20801060601,10773,0.6119487809741798
1193097,20700100306,56234,0.6119469315479216
1193197,20802080206,50451,0.6119041260791
1193200,20801060702,55524,0.6119022634827268
1193221,20700070304,1355,0.6118909145619297
1193255,20700040409,8226,0.6118765951262475
1193353,20502061207,7314,0.6118245079649087
1193367,20700081003,6213,0.6118188321690271
1193428,20801100307,55276,0.6117944597198038
1193439,20801061101,7910,0.6117881574120613
1193444,20700030106,3122,0.61178632541443
1193445,20801030703,55699,0.6117855185973494
1193489,20501050607,2706,0.6117599702022202
1193577,20801040303,55284,0.6117154917376508
1193583,20600060403,10525,0.6117131764077391
1193585,20801100403,599,0.6117117212266047
1193586,20700030801,7277,0.6117112276299019
1193588,20802080303,2549,0.6117097652855231
1193593,20600020406,10774,0.6117045857994352
1193682,20600060502,55347,0.6116658920803019
1193683,20503050505,3935,0.6116657383800178
1193702,20801050301,1564,0.6116584925714653
1193709,20801060402,7912,0.6116537732842207
1193715,20700110305,2539,0.6116515046395978
1193729,20801090501,55239,0.6116418927510001
1193819,20503041204,2721,0.6116011147268297
1193871,20600060202,2594,0.6115784823190411
1193939,20700100306,50385,0.6115454429569219
1194010,20801020204,10773,0.6115207235327381
1194022,20502061103,55247,0.6115142504645192
1194083,20503050505,54592,0.6114882246650671
1194155,20801070104,56964,0.6114682118859097
1194202,20801030502,50039,0.6114441333284678
1194230,20700050704,55667,0.6114251265613937
1194303,20801040303,5083,0.6113911524622391
1194384,20802060201,1355,0.6113566289987101
1194391,20700020302,2403,0.6113525282829037
1194431,20801040703,55101,0.6113344051867101
1194432,20600060403,2406,0.611334014634441
1194441,20700080302,55196,0.6113293939814359
1194504,20503061204,2720,0.6113013202574322
1194553,20802040501,2718,0.6112761757665415
1194686,20503050107,7763,0.6112205247888802
1194758,20600060602,50555,0.6111777515535106
1194788,20801061101,55164,0.6111616869966899
1194811,20700090601,50611,0.6111510502661176
1194962,20802071002,5083,0.611112448376733
1194971,20503061604,56032,0.6111113779046773
1195012,20801040704,50978,0.611092981347895
1195020,20600050104,56249,0.6110903105678339
1195024,20801040201,2549,0.6110898069120578
1195033,20801061101,10343,0.6110870435001805
1195102,20600040302,55699,0.6110535127268898
1195115,20801050301,56964,0.6110485990767177
1195137,20600010000,52019,0.6110366856809074
1195186,20600020207,7213,0.6110207780016801
1195237,20700100804,54832,0.6109979128961646
1195254,20600040101,602,0.6109923523816598
1195267,20503061702,2408,0.6109863610142011
1195306,20600030703,7153,0.6109691448643252
1195346,20700110104,1008,0.6109541183637394
1195401,20802060205,2411,0.6109319450428065
1195417,20700030405,2516,0.6109215703228879
1195520,20502060602,2539,0.6108822859932985
1195538,20700020207,1363,0.6108731993456181
1195542,20501050307,3096,0.6108716877669436
1195574,20700110206,1728,0.6108621051995352
1195581,20802080303,55193,0.6108586433632461
1195646,20600031102,55264,0.6108480064470045
1195670,20503010405,1010,0.6108417187792893
1195705,20700080401,4259,0.6108263966028792
1195716,20503061503,55502,0.6108208472330956
1195737,20801060702,2480,0.6108072690853843
1195753,20700030106,55349,0.6107963710465958
1195796,20501050607,1571,0.6107853107196458
1195811,20801040504,55348,0.6107748725737023
1195924,20801031002,1552,0.6107314973176988
1195941,20802080303,3113,0.6107256678072158
1195984,20503040702,50450,0.6107029817129322
1196046,20600060604,3796,0.6106751337280352
1196151,20600020405,1384,0.6106166192409206
1196225,20501050307,55405,0.6105774160432075
1196229,20700041009,1556,0.6105765675408859
1196336,20600060602,50292,0.6105270928321054
1196337,20802010605,55349,0.6105268774674617
1196427,20700020801,52193,0.6104892356827839
1196626,20801090406,3122,0.610480629958641
1196684,20700090704,55298,0.6104699453248578
1196689,20801070102,2403,0.6104678959121482
1196720,20801040102,2516,0.6104597764271138
1196733,20801061101,1745,0.6104549233740373
1196772,20802060201,6705,0.6104392981989095
1196777,20600060603,50451,0.6104370719101442
1196991,20801040406,7837,0.6104294099547719
1196992,20503050505,50292,0.6104285009185133
1197000,20700080103,55251,0.6104236163711878
1197029,20700110305,6035,0.6104107389579421
1197167,20502040407,10113,0.6103969793465154
1197190,20802070206,7759,0.610384616110357
1197254,20700110305,6250,0.6103633136432711
1197404,20600060202,3944,0.6103542014644426
1197445,20700040806,6264,0.610337799639928
1197475,20600060101,3407,0.6103279878522299
1197593,20700111001,7213,0.6102744414497419
1197645,20700041006,54592,0.6102513785185195
1197670,20600050506,6094,0.6102413898641507
1197746,20801100206,1356,0.6102301800252681
1197756,20503020506,2504,0.6102242005172934
1197759,20801040303,56397,0.6102231204063028
1197801,20600030105,2850,0.6102065611508728
1197802,20801100403,2517,0.610205773782836
1197867,20503061713,55348,0.6101723632053
1197871,20501060502,10771,0.6101713147337732
1197872,20700100102,2493,0.6101707007556761
1197878,20700100306,4259,0.6101678013773261
1197897,20801080104,56032,0.6101606682226534
1197969,20801100206,3122,0.610123094318562
1198084,20700100804,55088,0.6100703598540614
1198118,20503020506,50555,0.6100489054989837
1198143,20600020301,55232,0.6100273996316473
1198172,20801090401,55502,0.6100137903472281
1198186,20501011312,55276,0.6100045039850255
1198266,20503030802,7910,0.6099637425393676
1198315,20600030602,50561,0.6099400290771306
1198372,20802060103,55801,0.6099115009931683
1198389,20801090501,1710,0.6099034741108051
1199881,20700081004,55148,0.6098810610609914
1199891,20700080803,2828,0.6098758772573613
1199939,20503020506,55397,0.6098526497084374
1200017,20503060707,55284,0.6098189632992611
1200034,20700020207,3809,0.6098131618381645
1200046,20700020205,10725,0.6098084765019254
1200061,20503020305,56259,0.6097984352598693
1200071,20503030802,2500,0.6097926900026222
1200109,20801030602,10603,0.609773597642329
1200283,20503061604,56196,0.6097154622229481
1200322,20700111001,55247,0.6096989927626842
1200347,20600030701,1769,0.6096884858825825
1200379,20802020501,7839,0.6096708515322552
1200393,20501060502,55349,0.6096638112240544
1200436,20700070304,2490,0.6096404679211634
1200455,20501071003,50279,0.6096295475873325
1200458,20600020406,4259,0.6096273774503167
1200469,20700090503,7948,0.6096249871310211
1200565,20503020305,1001,0.6095787131278307
1200850,20600031102,2403,0.6094871305146794
1200871,20801060403,3935,0.6094766469897016
1200903,20801040201,3148,0.6094620301737844
1200906,20801080104,50451,0.6094587990520646
1200959,20501030704,4259,0.6094329621192276
1201042,20801060603,2399,0.6093876870143912
1201115,20801090505,3149,0.6093554084272381
1201146,20503041204,55259,0.6093395459801241
1201198,20801070203,2832,0.6093148623402059
1201199,20700110206,55228,0.6093148002436939
1201297,20600040401,7835,0.6092765199538129
1201354,20501071003,55397,0.6092544481358758
1201456,20700100401,2720,0.6092036472486139
1201490,20600020104,50611,0.6091901798000648
1201552,20801100603,55699,0.6091610849598832
1201587,20502061103,7972,0.6091474969567838
1201629,20503060504,4259,0.6091237115397954
1201634,20600020406,55439,0.6091211585689087
1201671,20600020406,2876,0.6091065063260489
1201692,20700081005,1382,0.6090983488747702
1201697,20801060501,56259,0.6090965679343414
1201754,20801040104,55667,0.6090695052129635
1201759,20700030801,1010,0.6090678067169344
1201774,20600030902,10870,0.6090598088864501
1201786,20600060506,50451,0.6090558466367181
1201838,20802050607,55439,0.609031866229283
1201887,20802060201,50006,0.6090070954270872
1201889,20700070304,55276,0.6090062310727445
1201911,20801060702,1378,0.6089936165113323
1201935,20503050406,55667,0.6089854980328276
1201977,20802060505,10525,0.6089714723449319
1201989,20503030802,6639,0.6089651558363901
1202038,20503051010,2490,0.6089433457476926
1202098,20700060503,2876,0.6089142575068618
1202147,20700040409,55718,0.6088880053464624
1202148,20503060707,57029,0.6088874177462823
1202538,20502040407,6113,0.6088811051209834
1202584,20801040406,50385,0.6088587284140571
1202601,20802060802,55259,0.6088512667985103
1202652,20600060202,7258,0.6088238011426725
1202661,20503051011,2408,0.6088164413583504
1202743,20503061702,2403,0.6087794103290088
1202769,20600060602,50450,0.6087607156663221
1202814,20501030704,55718,0.6087375637436162
1202870,20801020303,1695,0.6087103302477419
1202904,20700100102,55801,0.6086982145877712
1202937,20802070704,2828,0.6086800761537672
1203014,20600060506,55938,0.6086385587095264
1203015,20700100306,2866,0.6086378958413633
1203017,20802071002,593,0.6086373443027995
1203125,20700100805,50449,0.60857426941711
1203148,20700110106,7913,0.6085622634272279
1203155,20801090505,995,0.6085557271239419
1203183,20700080403,1010,0.6085396905604893
1203235,20802071002,50006,0.6085186548876469
1203272,20802040501,991,0.6084943829718134
1203283,20801070203,10099,0.6084888609795832
1203327,20503020506,56808,0.6084577008581353
1203366,20801090505,3804,0.6084372290961769
1203399,20503030802,3804,0.6084206004167965
1203423,20600060604,2404,0.6084062890405546
1203441,20600020104,7335,0.6083979312948179
1203443,20801100403,55088,0.6083971020498626
1203447,20801040201,3407,0.6083963841637068
1203481,20700081004,3399,0.6083752919503456
1203501,20700020507,3136,0.6083626281182765
1203509,20801060402,10603,0.6083577624699038
1203542,20600031101,7258,0.6083426814565535
1203579,20801061101,54547,0.6083234614475994
1203626,20503010405,1382,0.6082944082766382
1203634,20600010000,7869,0.6082902396201083
1203647,20801050205,7805,0.6082811904038808
1203659,20801060501,1356,0.6082743026651519
1203685,20802060804,7913,0.608263048580175
1203702,20600020206,55087,0.6082520005179556
1203719,20802080204,3148,0.6082441104221946
1203755,20801090302,3096,0.6082250048326094
1203800,20600010000,55101,0.6082017939183925
1203897,20801070203,3118,0.6081513030636396
1203902,20700030106,3118,0.6081489672155604
1203907,20801020408,50450,0.6081463408210765
1203922,20700110106,10308,0.6081410082446911
1203952,20600020207,1379,0.6081278042207839
1203955,20600060601,1832,0.6081271901038159
1203962,20700100401,3948,0.6081241237778289
1203977,20801060601,55350,0.6081159837402331
1204073,20801060503,10870,0.6080936662983034
1204099,20600030701,55405,0.6080786772382001
1204116,20600050506,55348,0.6080709210121683
1204224,20700100402,1353,0.6080225815961591
1204251,20600050203,55377,0.6080110589859437
1204258,20503051011,7335,0.608007320342177
1204295,20801040303,50966,0.6079867809322503
1204305,20600060402,7912,0.6079850869159126
1204331,20700050704,10773,0.6079722156209072
1204359,20801070203,1743,0.6079555093442084
1204388,20700070304,7872,0.6079446057241191
1204401,20600060101,3148,0.6079384459459287
